0.61538,0.10619,1,1,1,0.01,946.84
0.60425,0.012135,1,1,1,0.086982,315.49
0.64991,0.033498,1,1,1,0.17828,182.93
0.78232,0.29653,1,1,1,0.01,151.35
0.62292,0.338,1,1,1,0.04956,634.47
0.79659,0.28515,1,1,1,0.081631,302.69
0.5881,0.077868,1,1,1,0.01,231.02
0.79996,0.28964,1,1,1,0.010948,934.75
0.5379,0.059443,1,1,1,0.092202,213.15
0.64278,0.0849,1,1,1,0.07843,97.501
0.70933,0.29696,1,1,1,0.058168,1076.8
0.74303,0.18704,1,1,1,0.049955,750.1
0.71126,0.243,1,1,1,0.014355,1041
0.55053,0.012071,1,1,1,0.01,1251.8
0.56909,0.2715,1,1,1,0.042352,325.7
0.34378,0.27711,1,1,1,0.038283,919.59
0.39988,0.31834,1,1,1,0.09259,424.29
0.34103,0.037856,1,1,1,0.11405,436.26
0.45926,0.26794,1,1,1,0.01,787.59
0.58221,0.12803,1,1,1,0.015636,3164.5
0.54877,0.059279,1,1,1,0.06875,559.48
0.38096,0.080823,1,1,1,0.086534,2089.1
0.43606,0.085411,1,1,1,0.01,956.88
0.43385,0.29918,1,1,1,0.10668,686.79
0.54562,0.17095,1,1,1,0.061832,985.97
0.71783,0.31596,1,1,1,0.024706,1536.9
0.74794,0.3133,1,1,1,0.01,1416.2
0.57937,0.1079,1,1,1,0.035139,1678.3
0.36283,0.075841,1,1,1,0.013271,696.67
0.59617,0.1798,1,1,1,0.01687,1763.6
0.77286,0.322,1,1,1,0.01,864.99
0.49719,0.27991,1,1,1,0.033404,1164.1
0.45195,0.27927,1,1,1,0.018865,571.53
0.77565,0.32901,1,1,1,0.01,2972.2
0.79658,0.25528,1,1,1,0.015088,1499.2
0.78784,0.25647,1,1,1,0.020807,1788.4
0.79464,0.32927,1,1,1,0.010001,1903
0.79271,0.17049,1,1,1,0.044383,2051.5
0.77116,0.086639,1,1,1,0.01,1153.3
0.68108,0.16898,1,1,1,0.040395,324.44
0.73322,0.1879,1,1,1,0.042894,461.9
0.79992,0.33947,1,1,1,0.01,1728.8
0.41268,0.18829,1,1,1,0.08304,176.5
0.63579,0.028524,1,1,1,0.02282,1569.4
0.53932,0.27011,1,1,1,0.01,1614.6
0.62996,0.059203,1,1,1,0.013948,455.86
0.8,0.12434,1,1,1,0.084815,1959.7
0.5228,0.084227,1,1,1,0.016269,782.7
0.69749,0.2795,1,1,1,0.01,1193.8
0.73122,0.26607,1,1,1,0.016281,1312.2
0.59559,0.22835,1,1,1,0.065768,1052.1
0.30643,0.085416,1,1,1,0.071878,402.95
0.47764,0.26952,1,1,1,0.057908,686.81
0.56296,0.22517,1,1,1,0.020855,549.12
0.60476,0.27264,1,1,1,0.01,1738.6
0.79995,0.24574,1,1,1,0.047304,161.02
0.79712,0.19252,1,1,1,0.01,1628
0.6717,0.34456,1,1,1,0.059146,165.03
0.77463,0.094193,1,1,1,0.060581,834.23
0.63702,0.10161,1,1,1,0.034337,1181.1
0.58905,0.085007,1,1,1,0.01,1012.1
0.55893,0.3232,1,1,1,0.067586,1001.5
0.74861,0.22638,1,1,1,0.011043,3427.5
0.53817,0.036405,1,1,1,0.06388,704.3
0.63631,0.031317,1,1,1,0.078951,857.42
0.72921,0.077143,1,1,1,0.054742,1133.8
0.78951,0.13707,1,1,1,0.080992,1128.3
0.47593,0.33826,1,1,1,0.073611,598.89
0.8,0.21397,1,1,1,0.037807,347.68
0.79872,0.016851,1,1,1,0.030717,419.53
0.55735,0.02528,1,1,1,0.016084,790.37
0.39238,0.25779,1,1,1,0.071501,397.92
0.79467,0.31252,1,1,1,0.058599,765.12
0.74021,0.27039,1,1,1,0.01,1628.4
0.61745,0.2426,1,1,1,0.01,1954
0.55775,0.041976,1,1,1,0.010016,967.75
0.39151,0.11028,1,1,1,0.097846,1699.8
0.78508,0.20983,1,1,1,0.020684,2943.2
0.51781,0.097661,1,1,1,0.01,1064.5
0.7142,0.18498,1,1,1,0.019682,1482.6
0.79203,0.34923,1,1,1,0.075469,495.12
0.7942,0.31898,1,1,1,0.031509,793.79
